"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1889765;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"SAFE AND RELIABLE WATER SUPPLY IN MERU DRYLANDS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Safe and Reliable Water Supply in Meru Drylands";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-05-01";"2018-04-30";"Sichere und nachhaltig zuverlässige Wasser- und Sanitärversorgung in den Trockengebieten der Diözese Meru";"2014-12-09";0.137992;0.152384;0.0;0.0;46699981.0;580370.0;0.0;0.0;46699981.0;580370.0
1890009;"Germany";"Uganda";"5";"285";"LDCs";0.208242;-0.0;"COMMUNITY BASED SELF-HELP INITIATIVES TO FOSTER ACCESS TO DRINKING WATER AND IMPROVE SANITARY CONDITIONS IN FORT PORTAL, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Community based self-help initiatives to foster access to drinking water and improve sanitary conditions in Fort Portal, Uganda";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-02-01";"2017-01-31";"Bekämpfung von Infektionskrankheiten durch Vermeidung von offener Defäkation und durch Verbesserung der Wasserversorgung in den ländlichen Gemeinden Bufunjo und Kyarusozi";"2015-02-11";0.0560177;0.06186;0.0;0.0;38225453.0;241550.0;0.0;0.0;38225453.0;241550.0
1890036;"Germany";"Uganda";"5";"285";"LDCs";0.926063;-0.0;"INTEGRATED WATER DEVELOPMENT IN DROUGHT AFFECTED AREAS OF KALAWI, NAPAK AND AMUSIA DISTRICTS, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated water development in drought affected areas of Kalawi, Napak and Amusia Districts, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-03-01";"2018-02-28";"Wasser- und Sanitärversorgung für Dürre geschädigte Regionen der Distrikte Katawi, Napak und Amuria";"2015-03-19";0.296427;0.327342;0.0;0.0;38225453.0;241550.0;0.0;0.0;38225453.0;241550.0
1890037;"Germany";"Uganda";"5";"285";"LDCs";0.741095;-0.0;"BASIC DRINKING WATER SUPPLY, SANITATION AND HYGIENE IN URBAN POOR AREAS OF LUBAGA UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply, sanitation and hygiene in urban poor areas of lubaga Uganda";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-04-01";"2018-03-31";"Wasserversorgung, Hygienemaßnahmen und Umweltmanagement im städtischen Armenviertel von Lubaga, Uganda";"2015-03-19";0.188907;0.208609;0.0;0.0;38225453.0;241550.0;0.0;0.0;38225453.0;241550.0
1893488;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS Coordination and development of vocational training exports to India in the field of urban water management - Knowledge Transfer";"2013-05-28";0.208824;0.230603;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893491;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers - Knowledge Transfer";"2013-05-28";0.0966875;0.106771;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893494;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2016-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS) - Knowledge Transfer";"2013-05-28";0.120606;0.133184;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893789;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2017-11-30";"CLIENT India - Joint project WaLUE - Water Losses in Urban Environment, Sub-project  A - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-04-24";0.10538;0.11637;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893790;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"WaLUE - Water Losses in Urban Environment, Project input KIT - Evaluation of the impacts of water losses considering sustainability criteria - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-04-23";0.093178;0.102896;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893791;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint project WaLUE - Water Losses in Urban Environment, Sub-project  C - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-04-24";0.0285089;0.0314822;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893792;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India - Joint project WaLUE - Water Losses in Urban Environment, Sub-project  D - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-04-24";0.0635022;0.070125;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893793;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"WaLUE - Water Losses in Urban Environment. Wilo Part - Pressure and energy management through pump control - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-04-24";0.0313642;0.0346353;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893794;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Other";"Other";"2013-06-01";"2016-05-31";"CLIENT India collaborative project WaLUE - Water Losses in Urban Environment, Sub-project F - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2013-05-31";0.0129784;0.0143319;0.0;0.0;1280846129.0;3287260.0;0.0;0.0;1280846129.0;3287260.0
1893835;"Germany";"India";"5";"645";"LMICs";0.330737;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-06-01";"2018-05-31";"CLIENT India - collaborative project NIRWINDU - Secure and sustainable drinking water supply in India by coupling near-natural and innovative procedures, sub-project 1 - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-05-29";0.014975;0.0165368;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1893836;"Germany";"India";"5";"645";"LMICs";0.438788;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2015-06-01";"2018-05-31";"CLIENT India - collaborative project NIRWINDU - Secure and sustainable drinking water supply in India by coupling near-natural and innovative procedures, sub-project 2 - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-05-29";0.0194121;0.0214366;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1893837;"Germany";"India";"5";"645";"LMICs";0.253065;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-06-01";"2018-05-31";"CLIENT India - collaborative project NIRWINDU - Secure and sustainable drinking water supply in India by coupling near-natural and innovative procedures, sub-project 3 - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-05-29";0.0368453;0.040688;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1893838;"Germany";"India";"5";"645";"LMICs";0.0918394;-0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Other";"Other";"2015-06-01";"2018-05-31";"CLIENT India - collaborative project NIRWINDU - Secure and sustainable drinking water supply in India by coupling near-natural and innovative procedures, sub-project 5 - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-05-29";0.0204836;0.0226199;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1894775;"Germany";"Egypt";"5";"142";"LMICs";0.119118;-0.0;"COOPERATION WITH FOREIGN RESEARCH INSTITUTIONS (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Cooperation with foreign research institutions (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-08-01";"2016-07-31";"Development of water desalination using hybrid systems - Capacity building in the field of education and research";"2015-12-31";0.0621864;0.068672;0.0;0.0;92442547.0;1001450.0;0.0;0.0;92442547.0;1001450.0
1894782;"Germany";"Egypt";"5";"142";"LMICs";0.122493;-0.0;"COOPERATION WITH FOREIGN RESEARCH INSTITUTIONS (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Cooperation with foreign research institutions (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2014-08-01";"2016-03-31";"EWA Egypt - Opportunities for improving the availability of water in Egypt - Capacity building in the field of education and research";"2015-12-31";0.0911252;0.100629;0.0;0.0;92442547.0;1001450.0;0.0;0.0;92442547.0;1001450.0
1895011;"Germany";"Bangladesh";"5";"666";"LDCs";0.038303;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2014-10-01";"2016-09-30";"Characterization and modelling of salt water intrusion in the coastal areas of Bangladesh - Capacity building in the field of education and research";"2015-12-31";0.00388932;0.00429495;0.0;0.0;156256276.0;147630.0;0.0;0.0;156256276.0;147630.0
1895077;"Germany";"India";"5";"645";"LMICs";0.180658;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-10-01";"2018-09-30";"Treatment of contaminated drinking water using hybrid low-cost process - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-08-28";0.00599002;0.00661474;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1895078;"Germany";"India";"5";"645";"LMICs";0.183744;-0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-10-01";"2018-09-30";"Affordable technology for mitigation of membrane (bio)fouling through optimization of pre-treatment and cleaning methods - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2015-09-30";0.018658;0.0206039;0.0;0.0;1310152403.0;3287259.0625;0.0;0.0;1310152403.0;3287259.0625
1895234;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"IMPROVED WATER AND WASTEWATER SERVICES PROGRAMME (IWSP)";"Kreditanstalt für Wiederaufbau";"13";"140";"Improved Water and Wastewater Services Programme (IWSP)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2011-12-27";"2014-12-26";"Improvement of the water and wastewater services in the Governorates of Behira, Sharkia, Gharbia and Damietta";"2009-12-17";4.30764;8.71083;0.0;0.0;81134798.0;1001450.0;0.0;0.0;81134798.0;1001450.0
1895246;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"ENVIRONMENT RELATED URBAN INFRASTRUCTURE DEVELOPMENT THROUGH THE NCRPB";"Kreditanstalt für Wiederaufbau";"13";"140";"Environment Related Urban Infrastructure Development through the NCRPB";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-02-09";"2020-02-07";"The loan funds sub-loans to be granted by NCRPB to eligible sub-borrowers to finance projects in the fields of environment-related urban infrastructure development.";"2012-02-09";0.160709;0.404783;0.0;0.0;1265782790.0;3287260.0;0.0;0.0;1265782790.0;3287260.0
1895335;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"WATER AND SANITATION SECTOR PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Sector Programme";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2009-10-28";"2012-10-27";"The project aims at infrastructure measures in areas of drinking water and sanitary institutions in rural areas and poor urban areas.";"2006-12-11";0.201575;0.222598;0.0;0.0;7607849.0;27830.0;0.0;0.0;7607849.0;27830.0
1895342;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"IMPROVED WATER AND WASTEWATER SERVICES PROGRAMME (IWSP)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improved Water and Wastewater Services Programme (IWSP)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2011-04-08";"2014-04-07";"Expert Services for Technical Assistance to the Holding Company for Water and Wastewater and its Affiliated Companies in the Governorates of Behira, Gharbia, Sharkia and Damietta.";"2008-12-30";0.64989;0.717668;0.0;0.0;79636079.0;1001450.0;0.0;0.0;79636079.0;1001450.0
1895374;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"WATER SECTOR DEVELOPMENT PROGRAM II, KAMPALA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Development Program II, Kampala";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-12-14";"2015-12-14";"The project aims at securing ecological and economically conductable sewage disposal as well as a water supply with healthy drinking water.";"2011-04-28";1.29214;1.42691;0.0;0.0;33476919.0;241550.0;0.0;0.0;33476919.0;241550.0
1895377;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SERVICES TRUST FUND, PHASE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Services Trust Fund, Phase II";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-11-29";"2015-11-29";"The project shall continue to develop the Kenyan water sector via the  Water Services Trust Fund . This trust fund helps to execute sectorspecific, poverty oriented projects via basket funding.";"2011-04-12";2.08429;2.30167;0.0;0.0;43178257.0;580370.0;0.0;0.0;43178257.0;580370.0
1895378;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"DEVELOPMENT OF THE WATER AND SANITATION SECTOR LAKE VICTORIA SOUTH (AM)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Development of the Water and Sanitation Sector Lake Victoria South (AM)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-04-04";"2017-04-03";"Establishment of a sound water supply with hygienic drinking water and creation a proper sewage disposal system. Thus, the water and sanitation sector in Kenya is sustainably improved (AM).";"2011-12-30";0.254017;0.359821;0.0;0.0;43178257.0;580370.0;0.0;0.0;43178257.0;580370.0
1895391;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"WATER AND SANITATION SECTORAL PROGRAMME, PHASE III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Sectoral Programme, Phase III";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-06-26";"2017-06-25";"The project aims at securing a quantitative, qualitative and economically reasonable and reliable drinking water provision as well as an adequate sanitation supply.";"2013-01-22";0.481134;0.531312;0.0;0.0;9540289.0;27830.0;0.0;0.0;9540289.0;27830.0
1895414;"Germany";"Egypt";"5";"142";"LMICs";7.3497;-0.0;"WATER MANAGEMENT REFORM PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Management Reform Programme";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-06-15";"2017-12-31";"The Egyptian Ministry of Water Resources and Irrigation and for Agriculture and Land Reclama-tion, Water User and farmers' organisations implement optimised integrated water resources management procedures in irrigated agriculture.";"2015-06-15";0.784872;0.866729;0.0;0.0;92442547.0;1001450.0;0.0;0.0;92442547.0;1001450.0
1895415;"Germany";"Egypt";"5";"142";"LMICs";7.3497;-0.0;"CP - WATER SUPPLY AND WASTEWATER MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"CP - Water Supply and Wastewater Management";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2015-06-19";"2018-02-28";"Water supply and wastewater management ser-vices in Egypt are improved.";"2015-06-19";1.62798;1.79776;0.0;0.0;92442547.0;1001450.0;0.0;0.0;92442547.0;1001450.0
1895460;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"SECTORPROGRAMME WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sectorprogramme water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2008-12-03";"2014-12-09";"The sustainable provision of water and sanitation for the population is improved through the introduction of an integrated water ress. management and a decentral professional,service oriented and cost efficient operation (including reserve funds)";"2008-12-03";0.174244;0.192417;0.0;0.0;8126102.0;27830.0;0.0;0.0;8126102.0;27830.0
1895462;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"SECTOR PROGRAMME WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sector programme water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"GIZ";"2013-01-08";"2017-12-31";"The legal, institutional and organizational framework for the water and sanitation sector institutions are improved.";"2013-01-08";2.7081;2.99053;0.0;0.0;9540289.0;27830.0;0.0;0.0;9540289.0;27830.0
1895687;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"IMPROVEMENT OF PERI-URBAN BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Improvement of Peri-urban Basic Sanitation";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-07-21";"2018-07-20";"Aim of the project is to improve water supply and sewerage disposal systems for the poorer population living in the peri-urban areas of La Paz/El Alto, Santa Cruz and Cochabamba.";"2013-09-05";0.116517;0.183743;5130.0;3585.6000000000004;10542376.0;1098580.0;5130.0;3585.6000000000004;10542376.0;1098580.0
1895692;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"WATER AND SANITATION SECTORAL PROGRAMME, PHASE IV";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sanitation Sectoral Programme, Phase IV";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-04-27";"2018-04-26";"The project aims at securing a quantitative, qualitative and economically reasonable and reliable drinking water provision as well as an adequate sanitation supply.";"2013-12-13";0.262362;0.289725;0.0;0.0;9540289.0;27830.0;0.0;0.0;9540289.0;27830.0
1895717;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"SEWAGE DISPOSAL KAFR EL SHEIKH (ACCOMPANYING MEASURE)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Sewage Disposal Kafr El Sheikh (Accompanying Measure)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2013-09-10";"2016-09-09";"Consulting services for building up operation and maintenance organisation for sewerage plants of Kafr el Sheik Water and Sewerage Company.";"2013-07-29";0.153979;0.170038;0.0;0.0;88404640.0;1001450.0;0.0;0.0;88404640.0;1001450.0
1895804;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"NAGA HAMMADI(ENVIRONMENTAL PROJECT)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Naga Hammadi(Environmental Project)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-12-02";"2017-12-01";"Procurement and installation of various equipment (necessary for proper operation) and, to a limited scope only, the rehabilitation of the water supply networks as well as advisory services.";"2010-12-13";0.142754;0.309691;0.0;0.0;82761235.0;1001450.0;0.0;0.0;82761235.0;1001450.0
1895811;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"WATER SUPPLY AND SEWAGE DISPOSAL";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply and Sewage Disposal";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-08-15";"2017-08-14";"Financial contribution includes rehabilitation and extension of water supply and sewage disposal in 7 small Bolivian towns.";"2010-06-10";0.93004;1.02704;0.0;0.0;10048590.0;1098580.0;0.0;0.0;10048590.0;1098580.0
1895883;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"WATER SECTOR DEVELOPMENT PR. II (WSDF II) IN NORTHERN AND EASTERN UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Development Pr. II (WSDF II) in Northern and Eastern Uganda";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-09-26";"2015-09-26";"Aim of the project is to ensure a sufficient, hygienic, socially compatible and economically sustainable water and sanitation supply for the population of small towns and rural centers";"2012-06-27";4.76372;5.26054;1198.8;856.8;34559168.0;241550.0;1198.8;856.8;34559168.0;241550.0
1895885;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"CONSULTANCY SERVICES FOR ENVIRONMENT-RELATED URBAN INFRASTR. DEV. (AM)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consultancy Services for Environment-Related Urban Infrastr. Dev. (AM)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2014-01-08";"2017-01-07";"The financial contribution shall be used exclusively for expert services and costs for goods and services related to NCRPB, supporting urban environmental infrastructure development";"2012-03-30";0.469228;0.518165;0.0;0.0;1265782790.0;3287260.0;0.0;0.0;1265782790.0;3287260.0
1895886;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"NAIROBI WATER DISTRIBUTION PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"Nairobi Water Distribution Programme";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2015-12-07";"2023-12-05";"The aim is to improve the water supply in Nairobi, the capital of Kenya";"2014-06-26";0.043304;0.131784;0.0;0.0;46699981.0;580370.0;0.0;0.0;46699981.0;580370.0
1895995;"Germany";"Lebanon";"5";"555";"UMICs";0.0;-0.0;"SCHUTZ DER JEITA-QUELLE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Schutz der Jeita-Quelle";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2012-10-16";"2015-10-16";"Jeita Spring Protection Project";"2009-12-29";0.214201;0.529509;0.0;0.0;4813026.0;10450.0;0.0;0.0;4813026.0;10450.0
