DonorName,RecipientName,IncomegroupName,USD_Commitment_Defl,USD_Received_Defl,ShortDescription,ChannelName,ChannelReportedName,CommitmentDate
Germany,India,LMICs,0.0572523,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0739443,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.0745456,-0.0,DISSEMINATION OF DECENTRALISED WATER SYSTEMS,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0165088,-0.0,MANAGEMENT OF MUNICIPAL WATER UTILITIES (LATIN AMERICA),Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.668211,-0.0,REFORM OF THE URBAN WATER AND SANITATION SECTOR IN UGANDA,Public Sector Institutions,GTZ,
Germany,Lebanon,UMICs,5.34569,-0.0,EMERGENCY MEASURES FOR REPAIR AND MODERNIZATION OF WATER SUPPLY AND WASTE WATER SYSTEMS,Public Sector Institutions,KfW,2009-10-23
Germany,Sudan,LDCs,2.6728400000000003,-0.0,URBAN WATER SECTOR DEVELOPMENT IN SOUTHERN SUDAN,Public Sector Institutions,GTZ,
Germany,Tanzania,LDCs,0.227367,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.348459,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.276063,-0.0,"WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS IN KENYA, UGANDA, TANZANIA AND ZAMBIA",Public Sector Institutions,Public sector,
Germany,Burundi,LDCs,5.15699,-0.0,PROGRAMM D'EAU IIB,Public Sector Institutions,KfW,2009-12-22
Germany,India,LMICs,0.0558625,-0.0,STRENGTHENING OF ENVIRONMENTAL MANAGEMENT,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.00495813,-0.0,STRENGTHENING OF ENVIRONMENTAL MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.130399,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.0612198,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.07850549999999999,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,India,LMICs,0.327424,-0.0,WATER AND DEMOCRACY - A JOINT PARTNERS PROGRAMME,Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.0714003,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.11629,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.105234,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0926914,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0405525,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0237827,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector,
Germany,Bolivia,LMICs,0.0158551,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.131443,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.0813864,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.022305,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.0504866,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.301256,-0.0,WATER FOR THE NOMADS IN NORTHERN KENYA,Donor country-based NGO,National NGOs,
Germany,India,LMICs,0.00935496,-0.0,TRAINING FOR INDIAN WATER EXPERTS FROM BANGALORE,Public Sector Institutions,Federal State,
Germany,Rwanda,LDCs,0.060433000000000014,-0.0,CREATING A RECYCLING CONCEPT FOR THE CITY OF KIGALI,Public Sector Institutions,Federal State,
Germany,Burundi,LDCs,1.3364200000000002,-0.0,"SECTORPROGRAM WATER,SEWERAGE AND SANITATION",Public Sector Institutions,GTZ,
Germany,Bangladesh,LDCs,0.39812,-0.0,INTEGRATED PROJECT OF ARSENIC MITIGATION AND PROMOTION OF PUBLIC HEALTH,Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,7.35032,-0.0,CP - WATER SUPPLY AND WASTEWATER MANAGEMENT,Public Sector Institutions,GTZ,
Germany,Egypt,LMICs,17.3735,-0.0,"IMPROVEMENT OF THE WATER AND WASTE WATER SERVICES IN THE GOVERNORATES OF BEHIRA, GHARBIA, SHARKIA AND AND DAMIETTA.",Public Sector Institutions,KfW,2009-12-17
Germany,Bolivia,LMICs,0.06202340000000001,-0.0,IMPROVEMENT OF THE QUALITY OF LIFE OF THE INDIGENOUS POPULATION BY IMPROVING THE DRINKING WATER SUPPLY AND THE AGRICULTURAL OUTPUT,Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,0.16853900000000002,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Sudan,LDCs,0.100941,-0.0,"IMPROVEMENT OF DRINKING WATER QUALITY IN RIER, SUDAN",Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.118594,-0.0,IDENTIFICATION OF SPECIFIC REQUIREMENTS REGARDING WATER RESOURCE MANAGEMENT OF CITIES ALONG WITH WATER SUPPLY AND WASTE WATER COMPANIES.,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.134498,-0.0,IMPLEMENTATION OF A NEW GIS BASED SYSTEM FOR GATHERING AND COVERING RELEVANT SYSTEMIC DATA FOR THE WATER SUPPLY AUTHORITY.,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.127174,-0.0,IMPLEMENTATION OF ADEQUATE SYSTEMS FOR WATER REGULATION OF SMALL AND MEDIUM-SIZED TOWNS ALONG WITH ANALYSIS OF PERFORMANCE DATA OF WATER AUTHORITIES,Public Sector Institutions,Public sector,
Germany,Sudan,LDCs,0.00286128,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Rwanda,LDCs,0.00143265,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Ethiopia,LDCs,0.00781941,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Burundi,LDCs,0.00845153,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Uganda,LDCs,0.011927600000000002,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.0140805,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0182823,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.131277,-0.0,CONSULTANCY WITH REGARD TO OPERATION AND MAINTENANCE OF ZANZIBAR MUNICIPAL COUNCIL'S WATER AND WASTE SECTION.,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0830186,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.935496,-0.0,PHASE V OF THE DIOCESAN WATER PROGRAMME / MBULU REGION,Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,0.0831789,-0.0,ASSISSTING IN ORGANIZATIONAL DEVELOPMENT,Public Sector Institutions,Public sector,
Germany,Burundi,LDCs,0.174334,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.302036,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector,
Germany,Kenya,LMICs,0.0801853,-0.0,CAPACITY BUILDING AND EXPANSION OF MUTHAMBI WATER PROJECT / KENYA,Donor country-based NGO,National NGOs,
Germany,Kenya,LMICs,0.0200463,-0.0,"RAIN WATER HARVESTING IN WEST-LAIKIPIA, KENIA",Donor country-based NGO,National NGOs,
Germany,Egypt,LMICs,2.15829,-0.0,PROMOTION OF FURTHER TRAINING INSTITUTES TO SUPPORT DEVELOPMENT PROCESSES IN THE WATER SECTOR OF MENA COUNTRIES,Public Sector Institutions,Public sector,
Germany,Egypt,LMICs,0.008597200000000001,-0.0,REFORM OF THE WATER SECTOR IN THE MENA REGION,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.00510113,-0.0,ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES,Public Sector Institutions,Public sector,
Germany,Lebanon,UMICs,0.00510113,-0.0,ENVIRONMENTALLY ORIENTED ENTREPRENEURSHIP IN ARAB COUNTRIES,Public Sector Institutions,Public sector,
Germany,Egypt,LMICs,0.034105500000000004,-0.0,IMPROVEMENT OF THE TECHNICAL PROCEDURES FOR THE CONSTRUCTION OF WATER PLANTS AND THE DEVELOPMENT OF SUITABLE TRAINING COURSES,Public Sector Institutions,Public sector,
Germany,Tanzania,LDCs,0.0469499,-0.0,"SUPPLY OF DRINKING WATER FOR THE TUMAINI-SCHOOL, TANSANIA",Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,13.3642,-0.0,PROTECTION OF LAKE VICTORIA II,Public Sector Institutions,KfW,2009-08-03
Germany,India,LMICs,0.0477103,-0.0,CONSTRUCTION OF A TRAINING CENTRE FOR BASIC NEEDS SERVICES IN KENGERI/INDIA (DEWATS),Donor country-based NGO,National NGOs,
Germany,Uganda,LDCs,0.00334106,-0.0,CONSTRCUTION OF SIX WELLS IN SIX VILLAGES IN UGANDA,Donor country-based NGO,National NGOs,
Germany,Tanzania,LDCs,0.255257,-0.0,CONSTRUCTION OF A SEWERAGE SYSTEM FOR ST. WALBURG'S HOSPITAL NYANGAO/TANZANIA,Donor country-based NGO,National NGOs,
Germany,Bolivia,LMICs,0.000424927,-0.0,MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.106856,-0.0,BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,6.63999e-05,-0.0,BUILD-UP OF KNOW-HOW IN WATERSHED-MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.0992473,-0.0,MANAGEMENT AND IMPROVEMENT OF THE WATER-PURIFICATION INSTALLATIONS IN THE COUNTRY ACCORDING TO MODERN TECHNICAL STANDARDS.,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.046357,-0.0,TRANSFER OF KNOW-HOW FOR THE TECHNOLOGICAL UTILIZATION OF WATER-RESOURCES AND CONTRIBUTION TO THE BUILD-UP OF THE CORRESPONDING INFRASTRUCTURE.,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.00547095,-0.0,TRANSFER OF KNOW-HOW FOR THE TECHNOLOGICAL UTILIZATION OF WATER-RESOURCES AND CONTRIBUTION TO THE BUILD-UP OF THE CORRESPONDING INFRASTRUCTURE.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0844271,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.116727,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0677975,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.00220432,-0.0,IMPROVEMENT OF THE TECHNICAL PROCEDURES FOR THE CONSTRUCTION OF WATER PLANTS AND THE DEVELOPMENT OF SUITABLE TRAINING COURSES,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.08782739999999999,-0.0,ASSISTING IN ORGANIZATIONAL DEVELOPMENT,Public Sector Institutions,Public sector institutions,
Germany,India,LMICs,0.00733001,-0.0,INTEGRATED EXPERT,Public Sector Institutions,Public sector institutions,
Germany,India,LMICs,0.0147131,-0.0,INTEGRATED EXPERT,Public Sector Institutions,Public sector institutions,
Germany,India,LMICs,0.0797404,-0.0,INTEGRATED EXPERT,Public Sector Institutions,Public sector institutions,
Germany,India,LMICs,0.00791429,-0.0,INTEGRATED EXPERT,Public Sector Institutions,Public sector institutions,
Germany,Sudan,LDCs,0.100376,-0.0,THE EXPERT IS ASSIGNED FOR TRAINING AND LECTURING AT THE UNIVERSITY OF JUBA AT THE DEPARTMENT FOR WATER AND SOIL SCIENCES.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0879867,-0.0,INTEGRATED EXPERT,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.00408993,-0.0,"ESTABLISHMENT OF AN EFFECTIVE, EFFICIENT AND SYSTEMATIC OPERATION AND MAINTENANCE SYSTEM",Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0123893,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.077722,-0.0,ESTABLISHMENT WATER CONSUMPTION MEASUREMENT SYSTEM AND REVENUE COLLECTION SYSTEM,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0296122,-0.0,CONSULTANCY WITH REGARD TO FINANCIAL MANAGEMENT OF ZANZIBAR MUNICIPAL COUNCIL'S WASTE AND WATER SECTION.,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0217245,-0.0,"ESTABLISHMENT OF AN EFFECTIVE, EFFICIENT AND SYSTEMATIC OPERATION AND MAINTENANCE SYSTEM",Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0497963,-0.0,CONSTRUCTION OF A DRINKING WATER SYSTEM IN MBATI/ TANZANIA,Donor country-based NGO,Donor country-based NGO,
Germany,Ethiopia,LDCs,0.145777,-0.0,SUPPLY OF POTABLE WATER FOR JARREE,Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.0271888,-0.0,PROVIDING FRESH WATER AND IMPROVEMENT OF PUBLIC HEALTH,Donor country-based NGO,Donor country-based NGO,
Germany,Ethiopia,LDCs,0.335541,-0.0,"WATER SUPPLY SYSTEM FOR GINAGER TOWN, ETHIOPIA",Donor country-based NGO,Donor country-based NGO,
Germany,Rwanda,LDCs,0.00980522,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.0259299,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.0107148,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0450889,-0.0,ENHANCING CAPACITY OF REGIONAL INSTITUTIONS FOR INTEGRATED WATER RESOURCES MANAGEMENT IN SHARED WATER COURSES IN SADC/SUB SAHARA AFRICA,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.0323437,-0.0,MANAGEMENT OF MUNICIPAL WATER UTILITIES (LATIN AMERICA),Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.0297184,-0.0,"WATER SUPPLY FOR THE SCHOOL AND THE COMMUNITY, LOITOKITOK, KENYA",Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.0308697,-0.0,"CONSTRUCTION AND INSTALLATION OF A COMPREHENSIVE WATER SUPPLY NETWORK TO THE MSARENI PRIMARY SCHOOL, KILIMANJARO REGION, TANZANIA",Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,0.103366,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.0172262,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.103075,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector institutions,
Germany,Bolivia,LMICs,0.08104810000000001,-0.0,WATER RESOURCES PROTECTION,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.137747,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.192951,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Sudan,LDCs,1.3279,-0.0,DEVELOPMENT OF THE URBAN WATER AND SANITATION SECTOR IN SOUTHERN SUDAN,Public Sector Institutions,GTZ,
Germany,Burundi,LDCs,17.2627,-0.0,PROGRAMM D'EAU IIB,Public Sector Institutions,KfW,2010-07-27
Germany,Tanzania,LDCs,0.0199185,-0.0,REPRESENTATION OF 'HAMBURG WASSER'.,Public Sector Institutions,Federal State,
Germany,Bangladesh,LDCs,0.0597555,-0.0,MEGACITIES - MEGA CHALLENGE INFORMAL DYNAMICS OF GLOBAL CHANGE,"University, college or other teaching institution, research institute or think-tank",Higher education institution,
Germany,Uganda,LDCs,0.00995925,-0.0,"CONSTRUCTION OF SIX WELLS IN THE VILLAGES KAMAGGWA-NSEGE, SSUNGA, KITTANSWA-BUYINJA, KYANGO-KAZO, KIGATTO IN KITOVU, KIKONDO IN KABUWOKO IN UGANDA",Donor country-based NGO,Donor country-based NGO,
Germany,Tanzania,LDCs,0.013279,-0.0,PURCHASING OF A LANDCRUISER DOUBLE CABIN FOR TRANSPORT OF WATER TO 5 VILLAGES IN TANZANIA,Public Sector Institutions,Federal State,
Germany,Burundi,LDCs,0.013279,-0.0,"RECYCLING-ORIENTED SANITATION IN GATUMBA, BURUNDI",Donor country-based NGO,Donor country-based NGO,
Germany,Ethiopia,LDCs,0.0628677,-0.0,"ADVANCED TRAINING SEMINAR FOR ENTREPRENEURS 'WASTE AND SEWAGE WATER MANAGEMENT WITH RENEWABLE ENERGY, ETHIOPIA'.",Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,53.11600000000001,-0.0,WATER SECTOR DEVELOPMENT PROGRAM II,Public Sector Institutions,KfW,2010-02-16
Germany,Tanzania,LDCs,5.3116,-0.0,PROGRAMME DEVELOPMENT OF THE WATER SECTOR,Public Sector Institutions,GTZ,
Germany,Tanzania,LDCs,0.317538,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.06644689999999999,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.109809,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.026558,-0.0,LUGAGARA WATER SUPPLY IN TANZANIA,Donor country-based NGO,Donor country-based NGO,
Germany,Bolivia,LMICs,2.6558,-0.0,AGUA POTABLE/ALCANT. CHACO,Public Sector Institutions,KfW,2010-06-10
Germany,Egypt,LMICs,6.6395,-0.0,WATER SUPPLY / SANITATION SERVICE QENA I,Public Sector Institutions,KfW,2010-12-13
Germany,Uganda,LDCs,7.9674,-0.0,PROGRAMM REFORM OF THE URBAN WATER AND SANITATION SECTOR,Public Sector Institutions,GTZ,
Germany,Kenya,LMICs,7.9674,-0.0,WATER SECTOR DEVELOPMENT PROGRAMME,Public Sector Institutions,GTZ,
Germany,Bangladesh,LDCs,0.027388,-0.0,INTEGRATED PROJECT OF ARSENIC MITIGATION AND PROMOTION OF PUBLIC HEALTH,Donor country-based NGO,Donor country-based NGO,
Germany,India,LMICs,0.548309,-0.0,"IMPROVEMENT OF LIVELIHOODS THROUGH RENEWABLE ENERGY, INDIA",Donor country-based NGO,Donor country-based NGO,
Germany,Uganda,LDCs,0.0440358,-0.0,"WATER SUPPLY FOR THE RURAL POPULATION, BWAMIRAMIRA, UGANDA",Donor country-based NGO,Donor country-based NGO,
Germany,Kenya,LMICs,0.0298393,-0.0,"IMPROVEMENT OF THE HEALTH CARE BY DRILLING A BOREHOLE, KENYA",Donor country-based NGO,Donor country-based NGO,
Germany,Sudan,LDCs,0.0497963,-0.0,BOREHOLES FOR MRIDI,Donor country-based NGO,Donor country-based NGO,
Germany,Uganda,LDCs,0.0762202,-0.0,"WATER PROJECT IN THE PROVINCE NKOOKO SUBCOUNTY/BWACAPIRA, UGANDA",Donor country-based NGO,Donor country-based NGO,
Germany,Egypt,LMICs,0.00741101,-0.0,WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS,Public Sector Institutions,Public sector institutions,
Germany,Sudan,LDCs,0.00409923,-0.0,WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.356248,-0.0,WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.344281,-0.0,WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.21446,-0.0,WAVE - CAPACITY BUILDING FOR WATER SERVICE PROVIDERS,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,0.318915,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.023574200000000003,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.0124862,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.015176599999999997,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Lebanon,UMICs,0.0369077,-0.0,STRATEGIC HUMAN RESOURCES DEVELOPMENT AND REGIONAL DIALOGUE IN THE WATER SECTOR OF THE MENA REGION,Public Sector Institutions,Public sector institutions,
Germany,Egypt,LMICs,1.32726,-0.0,PROMOTION OF FURTHER TRAINING INSTITUTES TO SUPPORT DEVELOPMENT PROCESSES IN THE WATER SECTOR OF MENA COUNTRIES,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.151813,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.10976500000000003,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.13868,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.136568,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.00162047,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.0535979,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Lebanon,UMICs,0.194216,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Burundi,LDCs,0.588159,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.13886600000000002,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.00735966,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Kenya,LMICs,0.12725899999999998,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.00476686,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.01599,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.104026,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Tanzania,LDCs,0.00534306,-0.0,WATER SUPPLY AND SANITATION - LARGE SYSTEMS,Public Sector Institutions,Public sector institutions,
Germany,Uganda,LDCs,0.0152477,-0.0,WATER RESOURCES POLICY AND ADMINISTRATIVE MANAGEMENT,Public Sector Institutions,Public sector institutions,
Germany,Burundi,LDCs,0.0435793,-0.0,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Public Sector Institutions,Public sector institutions,
