"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1406347;"Germany";"Ukraine";"5";"85";"LMICs";0.155068;0.0;"POLITICAL AND TECHNICAL DIALOGUE WITH THE UKRVODOKANALEKOLOGIJA, A UKRAINIAN ASSOCIATION OF WATER AND WASTEWATER COMPANIES";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Political and technical dialogue with the Ukrvodokanalekologija, a Ukrainian association of water and wastewater companies";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2019-09-30";"Political and technical dialogue with the Ukrvodokanalekologija, a Ukrainian association of water and wastewater companies, with the help of a training project in the field of modern and efficient operation of sewage treatment plants from an environmental point of view. The project aims to strengthen Ukrvodokanalekologija, a Ukrainian association of water and wastewater companies, and its members with the know-how of German expertise, in particular by including the expertise of GWP members and the office, and to make it professional, competent and internationally networked To develop contacts and partners for the environmental and technical dialogue in Ukraine.";"2017-10-27";0.0;0.0;44831135.0;603550.0
1406421;"Germany";"Ukraine";"5";"85";"LMICs";0.055308800000000005;0.0;"CIRCULAR TRANSPORT - WASTE COLLECTION TRANSPORT, SEPARATION, ENERGY AND MATERIAL UTILIZATION";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"CIRCULAR TRANSPORT - waste collection transport, separation, energy and material utilization";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Donor Government";"Donor Government";"2017-09-01";"2018-01-31";"The purpose of the project is to publicize existing German environmental technologies and economic know-how in the field of circular economy, deepening environmental protection measures in the communal economy of Ukraine, to increase awareness of climate change and to continue the positive cooperation from the Kyoto region. Protocol and the Climate Conference in Paris.";"2017-09-19";0.0;0.0;44831135.0;603550.0
1406422;"Germany";"Ukraine";"5";"85";"LMICs";0.0829428;0.0;"INNOVATIVE SOLUTIONS FOR MUNICIPAL WASTE IN THE FRAMEWORK OF THE UKRAINIAN DECENTRALIZATION REFORMS";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Innovative solutions for municipal waste in the framework of the Ukrainian decentralization reforms";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2017-11-01";"2018-12-31";"The aim of the project is to introduce innovative solution sets from Germany to the most important challenges of Ukrainian waste management in Ukraine. In addition, responsible parties should be supported in the implementation of sustainable waste management measures.";"2017-11-17";0.0;0.0;44831135.0;603550.0
1406423;"Germany";"Ukraine";"5";"85";"LMICs";0.220414;0.0;"FEASIBILITY STUDY FOR THE SUSTAINABLE PROTECTION OF LANDFILL NO. 5";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Feasibility study for the sustainable protection of landfill no. 5";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2018-06-30";"Feasibility study for the sustainable protection of landfill no. 5";"2017-10-05";0.0;0.0;44831135.0;603550.0
1406443;"Germany";"Ukraine";"5";"85";"LMICs";0.024758099999999998;0.0;"EXPERT SEMINAR WATER SUPPLY AND WASTE WATER TREATMENT";"Federal State of Bavaria";"11";"140";"expert seminar water supply and waste water treatment";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Local Government";"Federal State of Bavaria";"2017-01-01";"2017-12-31";"training of experts on water";"2017-02-28";0.0;0.0;44831135.0;603550.0
1409459;"Germany";"Kenya";"5";"248";"LMICs";4.247240000000001;0.0;"WATER SECTOR REFORM PROGRAMME KENYA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Reform Programme Kenya";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2016-09-26";"2018-12-31";"The governance of urban water supply and sanitation including water resources management is improved on a pro-poor basis.";"2017-12-31";0.0;0.0;50221473.0;580370.0
1409485;"Germany";"Kenya";"5";"248";"LMICs";0.151343;0.0;"BIWAC - STRENGHTENING OF REGIONAL WATER SUPPLIERS THROUGH INCLUSION OF THE BAVARIAN WATER MANAGEMENT ADMINISTRATION";"Federal State of Bavaria";"11";"140";"BIWAC - Strenghtening of regional water suppliers through inclusion of the Bavarian water management administration";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-04-10";"2018-12-31";"BIWAC - Strenghtening of regional water suppliers through inclusion of the Bavarian water management administration";"2017-12-31";0.0;0.0;50221473.0;580370.0
1409560;"Germany";"Kenya";"5";"248";"LMICs";0.8985700000000001;0.0;"INCREASING RESILIENCE OF SMALL HOLDER FARMERS TO CLIMATE CHANGE THROUGH IMPROVED ACCESS TO SAFE WATER, SOIL REHABILITATION AND REFORESTATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Increasing resilience of small holder farmers to climate change through improved access to safe water, soil rehabilitation and reforestation";"River basins development";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2017-11-10";"2020-12-31";"Increasing resilience of small holder farmers to climate change through improved access to safe water, soil rehabilitation and reforestation, reduction of emission in the ASAL of South Eastern Kenya";"2017-11-10";0.0;0.0;50221473.0;580370.0
1409564;"Germany";"Kenya";"5";"248";"LMICs";0.11920399999999999;0.0;"SECOND GERMAN-KENYAN WATER WEEK";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Second German-Kenyan water week";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Donor Government";"Donor Government";"2017-08-01";"2018-01-31";"Encouragement and training of water professionals as implementers of environmental impacts. Focus - Application of German technologies in water management and wastewater treatment plants also in municipal applications.";"2017-08-30";0.0;0.0;50221473.0;580370.0
1409573;"Germany";"Kenya";"5";"248";"LMICs";0.055411800000000004;0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM KENIA 'WATER SUPPLY' IN BAVARIA";"Federal State of Bavaria";"11";"140";"Expert information seminar for specialists and executive staff from Kenia 'water supply' in Bavaria";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-15";"2017-10-22";"co-financing of preparation and execution of an expert seminar";"2017-08-03";0.0;0.0;50221473.0;580370.0
1411710;"Germany";"South Africa";"5";"218";"UMICs";0.0545132;0.0;"DEMONSTRATION OF DECENTRALISED SANITATION IN SCHOOLS AND POOR RESIDENTIALS IN DURBAN AND IN OTHER SOUTHAFRICAN CITIES";"City State of Bremen";"11";"140";"Demonstration of decentralised sanitation in schools and poor residentials in Durban and in other Southafrican cities";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2017-05-01";"2017-12-31";"Improvement of basic sanitary care, Deployment of on-site project support specialists";"2017-05-11";0.0;0.0;57000451.0;1219090.0
1411811;"Germany";"South Africa";"5";"218";"UMICs";0.11843900000000002;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-05-01";"2021-04-30";"Network building and research in water and wastewater management at university level in South Africa and Germany - Research to preserve and improve living conditions and sustainable land use in developing countries, i.a. due to climate change";"2017-04-18";0.0;0.0;57000451.0;1219090.0
1415091;"Germany";"Rwanda";"5";"266";"LDCs";0.371409;0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION WITH HYGIENIC PROMOTION AT RUHENGERI DIOCESE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Basic drinking water supply and basic sanitation with hygienic promotion at Ruhengeri diocese";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2017-04-01";"2021-03-31";"Basic drinking water supply and basic sanitation with hygienic promotion at Ruhengeri diocese";"2017-03-02";0.0;0.0;11980937.0;26340.0
1416678;"Germany";"India";"5";"645";"LMICs";0.06275990000000001;0.0;"SUPPORT FOR NATIONAL URBAN SANITATION POLICY PHASE II (SNUSP)";"City State of Hamburg";"11";"140";"Support for National Urban Sanitation Policy Phase II (SNUSP)";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2017-01-01";"2017-12-31";"Planning and implementation of broad impact measures for improved wastewater- and solid waste management in selected states and their cities.";"2017-01-01";0.0;0.0;1338658835.0;3287259.0625
1416683;"Germany";"India";"5";"645";"LMICs";0.179699;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-04-01";"2020-03-31";"Direct utilization of agroresidual biomass for the production of alpha,omega-diamines as well as alpha,omega-amino acids - strain and process development using Corynebacterium glutamicum - Research on bioeconomy / resource conservation";"2017-03-16";0.0;0.0;1338658835.0;3287259.0625
1416694;"Germany";"India";"5";"645";"LMICs";0.273075;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2016-05-01";"2019-04-30";"Online-indication of pathogen-like pollution in water by fecal pigment (FP) analysis - Research funding with particular importance for developing countries / knowledge transfer";"2017-01-01";0.0;0.0;1338658835.0;3287259.0625
1416714;"Germany";"India";"5";"645";"LMICs";0.091575;0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"WaLUE - Water Losses in Urban Environment, Project input KIT - Evaluation of the impacts of water losses considering sustainability criteria - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1416742;"Germany";"India";"5";"645";"LMICs";59.9046;0.0;"MADHYA PRADESH URBAN SANITATION AND ENVIRONMENT PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"Madhya Pradesh Urban Sanitation and Environment Programme";"Basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-01";"2025-11-29";"Madhya Pradesh Urban Sanitation and Environment Programme";"2017-12-01";0.0;0.0;1338658835.0;3287259.0625
1416749;"Germany";"India";"5";"645";"LMICs";0.0590025;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.0;0.0;1338658835.0;3287259.0625
1416755;"Germany";"India";"5";"645";"LMICs";0.039772;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-10-01";"2018-09-30";"Treatment of contaminated drinking water using hybrid low-cost process - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2017-01-01";0.0;0.0;1338658835.0;3287259.0625
1416770;"Germany";"India";"5";"645";"LMICs";0.05886469999999999;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.0;0.0;1338658835.0;3287259.0625
1416774;"Germany";"India";"5";"645";"LMICs";0.599046;0.0;"ENVIRONMENT RELATED URBAN INFRASTRUCTURE DEVELOPMENT MADHYA PRADESH";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environment related urban infrastructure development Madhya Pradesh";"Basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-01";"2020-11-30";"Environment related urban infrastructure development Madhya Pradesh (Accompanying Measure)";"2017-12-01";0.0;0.0;1338658835.0;3287259.0625
1416789;"Germany";"India";"5";"645";"LMICs";0.0316967;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-01-01";"2018-12-31";"AlGaN/GaN HEMTs based polar liquid sensor - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1416824;"Germany";"India";"5";"645";"LMICs";0.0467744;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers - Knowledge Transfer";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1416825;"Germany";"India";"5";"645";"LMICs";0.176359;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-06-01";"2020-05-31";"MetPro aims for the valorization of methane in waste streams by microbial conversion to value-added products in pressurized reactors. - Research on bioeconomy / resource conservation";"2017-05-31";0.0;0.0;1338658835.0;3287259.0625
1416833;"Germany";"India";"5";"645";"LMICs";0.069124;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.0;0.0;1338658835.0;3287259.0625
1416839;"Germany";"India";"5";"645";"LMICs";0.15520899999999999;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.0;0.0;1338658835.0;3287259.0625
1416873;"Germany";"India";"5";"645";"LMICs";0.055040599999999995;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS - Coordination and development of vocational training exports to India in the field of urban water management - Knowledge Transfer";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1416876;"Germany";"India";"5";"645";"LMICs";0.14335799999999999;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-05-01";"2019-04-30";"Biotechnology for reuse of biodegradable urban solid waste / Biotechnology for reuse of biogenic raw materials in agriculture - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2017-04-27";0.0;0.0;1338658835.0;3287259.0625
1416925;"Germany";"India";"5";"645";"LMICs";0.0685043;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS) - Knowledge Transfer";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1416945;"Germany";"India";"5";"645";"LMICs";0.224838;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2016-08-01";"2019-09-30";"Multiplexed, label-free Fiber optic Biosensor array system for Waterborne Pathogen Detection - Research funding with particular importance for developing countries / knowledge transfer";"2017-12-31";0.0;0.0;1338658835.0;3287259.0625
1418989;"Germany";"Zimbabwe";"5";"265";"Other LICs";0.014017700000000003;0.0;"RESILIENCE TO THE EFFECTS OF CLIMATE CHANGE THROUGH INTEGRATED WATER RESOURCES MANAGEMENT IN SOUTHERN ZIMBABWE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Resilience to the Effects of Climate Change through Integrated Water Resources Management in Southern Zimbabwe";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2014-11-01";"2018-12-31";"Resilience to the Effects of Climate Change through Integrated Water Resources Management in Southern Zimbabwe";"2017-12-19";1411.2;917.9999999999999;14236745.0;390760.0
1420036;"Germany";"Brazil";"5";"431";"UMICs";5.99046;0.0;"CLIMATE FRIENDLY TECHNOLOGIES AND CAPACITY DEVELOPMENT FOR THE IMPLEMENTATION OF THE BRAZILIAN NATIONAL WASTE POLICY";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Climate friendly technologies and capacity development for the implementation of the Brazilian National Waste Policy";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2017-05-01";"2021-04-30";"Although Brazil established a progressive waste policy in 2010, greenhouse gas (GHG) emissions are still increasing in the waste sector. Therefore, the project aims to improve the conditions for the use of the climate protection potential of the waste sector. Climate-relevant criteria (e.g. specific GHG reduction potential) are integrated into regulations of ministries and financing institutions. Employees of the municipalities and the private sector will be trained and decision-making support tools provided for the municipalities so they can project and implement waste management measures (capacity development). The project will support the integration of specific modules for climate-friendly waste management into university courses and the development of a German-Brazilian applied R&D network to contribute to the sustainable establishment of a climate-friendly and innovative waste policy.";"2017-04-24";0.0;0.0;207833831.0;8515770.0
1420063;"Germany";"Brazil";"5";"431";"UMICs";0.058542399999999994;0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM BRAZIL 'WASTE ECONOMY' IN BRAZIL";"Federal State of Bavaria";"11";"140";"Expert information seminar for specialists and executive staff from Brazil 'waste economy' in Brazil";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2018-02-18";"2018-02-25";"co-financing of preparation and execution of an expert seminar";"2017-11-21";0.0;0.0;207833831.0;8515770.0
1420069;"Germany";"Brazil";"5";"431";"UMICs";0.109697;0.0;"WATER EFFICIENCY IN THE BRAZILIAN INDUSTRY";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Water efficiency in the Brazilian industry";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor Government";"Donor Government";"2017-09-01";"2018-01-31";"The overall project objective is to sensitize the water-intensive industry to the issue of the efficient use of water and to technologies and concepts for closing water cycles within the processes. For this purpose, an analysis of the status quo will be carried out, stakeholder and expert networks will be established and exchange of experience will take place in discussion groups.";"2017-09-19";0.0;0.0;207833831.0;8515770.0
1421194;"Germany";"Madagascar";"5";"252";"LDCs";1.4976200000000002;0.0;"DEVELOPMENT OF THE PUBLIC AND PRIVATE SOLID WASTE MANAGEMENT SECTOR IN MADAGASCAR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Development of the public and private solid waste management sector in Madagascar";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2018-01-01";"2020-12-31";"The project aims to establish an effective and efficient integrated solid waste management system, setting out in the town Tuléar. The main  purpose is to develop the capacity of the City Council to establish, provide, regulate and monitor waste management services in its municiplity and to build the capacity of the private sector to engage in  and further expand in waste collection and transportation services, reuse and recycling activities as well as environmental sound waste dsposal.";"2017-12-21";0.0;0.0;25570540.0;587295.0
1426309;"Germany";"Lebanon";"5";"555";"UMICs";0.127681;0.0;"BIWAC - STRENGTHENING OF REGIONAL WATER SUPPLIERS THROUGH INCLUSION OF THE BAVARIAN WATER MANAGEMENT ADMINISTRATION";"Federal State of Bavaria";"11";"140";"BIWAC - Strengthening of regional water suppliers through inclusion of the Bavarian water management administration";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-03-01";"2018-12-31";"BIWAC - Strengthening of regional water suppliers through inclusion of the Bavarian water management administration";"2017-12-31";0.0;0.0;6811873.0;10450.0
1428093;"Germany";"North Macedonia";"5";"66";"UMICs";4.79237;0.0;"IRRIGATION PROGRAMME SOUTHERN VARDAR REGION PHASE II - GRANT COMPONENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Irrigation Programme Southern Vardar Region Phase II - Grant component";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-20";"2020-12-19";"Irrigation Programme Southern Vardar Region Phase II - Grant component";"2017-12-20";4219.2;3798.0000000000005;2081996.0;25710.0
1428127;"Germany";"North Macedonia";"5";"66";"UMICs";5.99046;0.0;"WATER AND SEWERAGE PROGRAMME MACEDONIA (VP) (INV.)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water and Sewerage Programme Macedonia (VP) (Inv.)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-20";"2020-12-19";"water Programm to ensure the Access to drinking water in different local communities";"2017-12-20";4219.2;3798.0000000000005;2081996.0;25710.0
1430127;"Germany";"Syrian Arab Republic";"5";"573";"LMICs";24.9242;0.0;"IMPROVING THE LIVING CONDITIONS OF REFUGEES AND HOST COMMUNITIES, UNICEF SYRIA, CRISIS PROGRAM WATER III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improving the living conditions of refugees and host communities, UNICEF Syria, Crisis Program Water III";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"United Nations Children's Fund";"United Nations Children's Fund (UNICEF)";"2017-12-01";"2021-12-31";"Financing of the UNICEF action to improve water and sanitation infrastructure in particularly affected Syrian communities";"2017-12-08";0.0;0.0;17068002.0;185180.0
1431333;"Germany";"Mali";"5";"255";"LDCs";11.9809;0.0;"RENFORCEMENT DU SYSTÈME D'ALIMENTATION EN EAU POTABLE TOMBOUCTOU";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Renforcement du Système d'Alimentation en Eau Potable Tombouctou";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-22";"2020-12-21";"Le Projet concerne principalement la mise en uvre de systèmes d'approvisionnement en eau potable et d'assainissement dans la ville de Tombouctou ainsi que des mesures d'accompagnement.";"2017-08-28";0.0;0.0;18512394.0;1240190.0
1431396;"Germany";"Mali";"5";"255";"LDCs";11.9809;0.0;"ALIMENTATION EN EAU POTABLE ET MESURES D'ASSAINISSEMENT CENTRES RURAUX";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Alimentation en Eau Potable et Mesures d'Assainissement centres ruraux";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-27";"2020-12-26";"Le Projet concerne l'alimentation en eau potable et des mesures d'assainissement dans les centres semi-urbains et ruraux.";"2017-08-28";0.0;0.0;18512394.0;1240190.0
1432770;"Germany";"Montenegro";"5";"65";"UMICs";5.99046;0.0;"WASTEWATER DISPOSAL PODGORICA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"wastewater disposal Podgorica";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-09-22";"2020-09-21";"protection of above-ground and underground water ressources, improvement of living conditions.waste water treatment and sewage disposal, improvement environmental standards";"2017-09-22";0.0;0.0;622373.0;13810.0
1432779;"Germany";"Montenegro";"5";"65";"UMICs";35.9428;0.0;"WASTEWATER DISPOSAL PODGORICA";"Kreditanstalt für Wiederaufbau";"13";"140";"Wastewater disposal Podgorica";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-09-22";"2025-09-20";"protection of above-ground and underground water ressources, improvement of living conditions.waste water treatment and sewage disposal, improvement environmental standards";"2017-09-22";0.0;0.0;622373.0;13810.0
