"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
1532437;"Germany";"Uganda";"5";"285";"LDCs";9.44176;0.0;"WATER SUPPLY AND SANITATION IN REFUGEE HOSTING COMMUNITIES IN UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply and Sanitation in Refugee Hosting Communities in Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2018-11-29";"2021-11-28";"Water Supply and Sanitation in Refugee Hosting Communities in Northern Uganda";"2018-10-23";0.0;0.0;42723139.0;241550.0
1532457;"Germany";"Uganda";"5";"285";"LDCs";0.632598;0.0;"SUPPORT OF WATER SUPPLY, HYGIENE MEASURES AND ENVIRONMENTAL MANAGEMENT IN URBAN SLUMS OF LUBAGA, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support of water supply, hygiene measures and environmental management in urban slums of Lubaga, Uganda";"Basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2018-04-01";"2022-03-31";"Support of water supply, hygiene measures and environmental management in urban slums of Lubaga, Uganda";"2018-01-02";0.0;0.0;42723139.0;241550.0
1546975;"Germany";"Bangladesh";"5";"666";"LDCs";106.22;0.0;"CLIMATE CHANGE ADAPTED DRINKING WATER RESOURCES MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Climate change adapted Drinking Water Resources Management";"Water supply - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2018-10-17";"2021-10-16";"Climate change adapted Drinking Water Resources Management Dhaka - Saidabad Water Treatment Plant Project Phase III";"2018-10-17";0.0;0.0;161356039.0;147630.0
1546987;"Germany";"Bangladesh";"5";"666";"LDCs";0.014821200000000001;0.0;"WATER AND SANITATION PROGRAM FOR THE POOR CHAR PEOPLE IN FARIDPUR, BANGLADESH";"Foreign Office";"11";"140";"Water and sanitation program for the poor Char people in Faridpur, Bangladesh";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Developing country-based NGO";"Developing country-based NGO";"2018-08-12";"2018-12-31";"In the framework of the small-scale program the Embassy grants funding to the local NGO Daridrya Nirashan Prochesta (DNP) for its project on building up drinking water and sanitation facilities in several poor villages on the river islands (Char) of Padma River in Faridpur, Bangladesh. River islands are created when rivers change their natural flow. The supply situation is generally rudimentary on these islands as well as possibilities for income generations are very limited, not least because the soil contains a lot of arsenic. Through the implementation of the project, DNP provides several villages on these islands with new or renovated drinking water and sanitation facilities. The goal is to improve general hygienic and sanitary conditions in this region that hardly benefits from support by the Government of Bangladesh.";"2018-08-12";0.0;0.0;161356039.0;147630.0
1547003;"Germany";"Bangladesh";"5";"666";"LDCs";0.0154066;0.0;"SUPPORT FOR INFRASTRUCTURE RECONSTRUCTION AND PROMOTION OF SANITATION PRACTICE IN THE REMOTE COMMUNITY SCHOOLS OF RANGAMATI HILL DISTRICT, BANGLADESH";"Foreign Office";"11";"140";"Support for infrastructure reconstruction and promotion of sanitation practice in the remote community schools of Rangamati Hill District, Bangladesh";"Basic sanitation";"I.4. Water Supply & Sanitation";"Developing country-based NGO";"Developing country-based NGO";"2018-08-12";"2018-12-31";"In the framework of the small-scale projects, the Embassy funds the local NGO Taungya in order to renovate community schools, to build sanitary and drinking water facilities and to organise trainings aiming to sensitize the local people regarding hygienic standards in the Rangamati Hill Tracts, Bangladesh. Through renovating several schools, the generally remote people in Rangamati benefit from an easier access to educational institutions. Besides, new sanitary and drinking water facilities as well as awareness raising campaigns improve the general living conditions, especially health, in this area.";"2018-08-12";0.0;0.0;161356039.0;147630.0
1578537;"Germany";"India";"5";"645";"LMICs";0.00729848;0.0;"A DYNAMIC INTERACTIVE WATER MAP OF GREATER CHENNAI FACING CLIMATE CHANGE";"Foreign Office";"11";"140";"A Dynamic Interactive Water Map of Greater Chennai facing Climate Change";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2018-09-10";"2019-09-09";"To generate an interactive cultural map of water bodies, linking their socio-spatial dynamics contextually at varying scales, including at regional and individual sites. Various components and themes pertinent to waterbodies will be creatively displayed in the final interactive cultural map. The intent is to interpret and represent Chennai and its environs in the context of its changing waterscape in both its natural and reconstructed forms. Chennai has all the ingredients to support green urbanity, and a combination of these resources in just the right proportion to sustain urban life, but the collective waterscape imagination of the city appears to be fragmented and under-explored. An interactive map could potentially generate new ways to reconnect people with stories of what the city's waterscapes were, how rich they still are in spite of negligence, and what a thoughtful and sensitive approach to safeguard them may turn out to be.";"2018-09-10";0.0;0.0;1352617328.0;3287259.0625
1578582;"Germany";"India";"5";"645";"LMICs";0.42113599999999995;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2018-03-01";"2021-02-28";"Joint project - Biotechnology for the recovery of germanium, indium and copper from industrial copper dust waste (Bio-CuInGe), sub- project - HZDR - Technological research and development, Knowledge Transfer";"2018-07-31";0.0;0.0;1352617328.0;3287259.0625
1578588;"Germany";"India";"5";"645";"LMICs";0.172097;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-financial corporations";"2018-04-01";"2021-03-31";"Joint project - Integrated Diagnostics of Contaminants in Water Supply and Management System, sub- project - sifin diagnostics gmbh - Technological research and development, Knowledge Transfer";"2018-06-20";0.0;0.0;1352617328.0;3287259.0625
1578593;"Germany";"India";"5";"645";"LMICs";0.0571361;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-10-01";"2019-03-31";"Treatment of contaminated drinking water using hybrid low-cost process - Viable technologies to protect resources (water, Integrated Water Resource Management (IWRM), land, forests, settlements) and eco-technologies in the developing country";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1578606;"Germany";"India";"5";"645";"LMICs";0.318659;0.0;"CAPACITATING SMALL FARMERS AND THEIR COLLECTIVES ON COPING WITH WATER SCARCITY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Capacitating small farmers and their collectives on coping with water scarcity";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2018-04-01";"2021-03-31";"Capacitating small farmers and their collectives on coping with water scarcity";"2018-08-01";0.0;0.0;1352617328.0;3287259.0625
1578631;"Germany";"India";"5";"645";"LMICs";0.120093;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-financial corporations";"2018-03-01";"2021-02-28";"Joint project - Smart and reliable water and wastewater infrastructure systems for our future cities in India and Germany, sub- project - tandler.com - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2018-06-21";0.0;0.0;1352617328.0;3287259.0625
1578646;"Germany";"India";"5";"645";"LMICs";0.15094200000000002;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-financial corporations";"2018-03-01";"2021-02-28";"Joint project - Smart and reliable water and wastewater infrastructure systems for our future cities in India and Germany, sub- project - Scheer - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2018-06-18";0.0;0.0;1352617328.0;3287259.0625
1578650;"Germany";"India";"5";"645";"LMICs";0.0756108;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2016-05-01";"2019-07-31";"Online-indication of pathogen-like pollution in water by fecal pigment (FP) analysis - Research funding of particular significance for developing countries / Knowledge transfer";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1578675;"Germany";"India";"5";"645";"LMICs";0.371797;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2018-04-01";"2021-03-31";"Joint project - Smart Cities integrated energy supply, carbon sequestration and urban organic waste treatment through combined solar sludge drying and pyrolysis (PYRaSOL), sub- project - ISAH - Energy technologies and energy efficiency";"2018-08-06";0.0;0.0;1352617328.0;3287259.0625
1578688;"Germany";"India";"5";"645";"LMICs";0.102833;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-financial corporations";"2018-03-01";"2021-02-28";"Joint project - Biotechnology for the recovery of germanium, indium and copper from industrial copper dust waste (Bio-CuInGe), sub- project - G.E.O.S. - Technological research and development, Knowledge Transfer";"2018-08-09";0.0;0.0;1352617328.0;3287259.0625
1578692;"Germany";"India";"5";"645";"LMICs";0.0004738;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS) - Knowledge Transfer";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1578694;"Germany";"India";"5";"645";"LMICs";0.262167;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2018-03-01";"2021-02-28";"Joint project - Smart and reliable water and wastewater infrastructure systems for our future cities in India and Germany, sub- project - TU Kaiserslautern - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2018-06-21";0.0;0.0;1352617328.0;3287259.0625
1578707;"Germany";"India";"5";"645";"LMICs";0.120558;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-financial corporations";"2018-04-01";"2021-03-31";"Joint project - Smart Cities integrated energy supply, carbon sequestration and urban organic waste treatment through combined solar sludge drying and pyrolysis (PYRaSOL), sub- project - Biomacon - Energy technologies and energy efficiency";"2018-08-06";0.0;0.0;1352617328.0;3287259.0625
1578719;"Germany";"India";"5";"645";"LMICs";3.8357099999999997;0.0;"SUPPORT GANGA REJUVENATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support Ganga Rejuvenation";"River basins development";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2015-12-01";"2020-10-31";"Responsible stakeholder at nationall and state level incresaingly apply integrated approaches for river basin management under consideration of EU procedures.";"2018-12-31";0.0;0.0;1352617328.0;3287259.0625
1578726;"Germany";"India";"5";"645";"LMICs";0.0452892;0.0;"ADVISORY SERVICES FOR THE IMPLEMENTATION OF THE INDIAN NATIONAL URBAN SANITATION POLICY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Advisory services for the implementation of the Indian National Urban Sanitation Policy";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2011-02-11";"2014-11-21";"On national, state and city-level construction, operation and maintenance of sanitation infrastructure as well as the management of the sector is improved - especially in low income settlements";"2018-12-31";0.0;0.0;1352617328.0;3287259.0625
1578732;"Germany";"India";"5";"645";"LMICs";141.626;0.0;"ENVIRONMENTALLY FRIENDLY URBAN DEVELOPMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"Environmentally friendly Urban Development";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2018-12-20";"2026-12-18";"Environmentally friendly Urban Development";"2018-12-20";0.0;0.0;1352617328.0;3287259.0625
1578740;"Germany";"India";"5";"645";"LMICs";0.234711;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2018-04-01";"2021-03-31";"Joint project - Integrated Diagnostics of Contaminants in Water Supply and Management System, sub- project - Technological research and development, Knowledge Transfer";"2018-06-22";0.0;0.0;1352617328.0;3287259.0625
1578777;"Germany";"India";"5";"645";"LMICs";0.15643900000000002;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2016-09-01";"2020-12-31";"Collaborative research project - Cluster-composite nanofibre membranes for rapid, ultra-trace detection of waterborne contaminants, Sub-Project -  Karlsruher Institut für Technology (KIT) - Research funding of particular significance for developing countries / Knowledge transfer";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1578794;"Germany";"India";"5";"645";"LMICs";0.0230851;0.0;"DEVELOPMENT OF SUSTAINABLE WATER TECHNOLOGIES";"Federal Ministry of Education and Research";"11";"140";"Development of Sustainable Water Technologies";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-06-01";"2018-12-31";"CLIENT India - collaborative project NIRWINDU - Secure and sustainable drinking water supply in India by coupling near-natural and innovative procedures, sub-project 1 - Viable technologies to protect resources (water, Integrated Water Resource Management (IWRM), land, forests, settlements) and eco-technologies in the developing country";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1578802;"Germany";"India";"5";"645";"LMICs";0.0550725;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2016-07-01";"2019-06-30";"DNA Biochip (Deoxyribonucleic Acid) for on-site water pathogen detection including viability and antibiotic resistance testing - Research to improve on livelihoods in the developing country which are affected by environmental change and marine pollution";"2018-01-01";0.0;0.0;1352617328.0;3287259.0625
1613741;"Germany";"Burundi";"5";"228";"LDCs";2.36044;0.0;"MANAGEMENT AND PROTECTION OF GROUNDWATER RESOURCES III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Management and protection of groundwater resources III";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-01-01";"2021-12-31";"The project aims to explore the potential for a sustainable use of groundwater resources for a safe drinking water supply for the population in priority intervention zones in Burundi and to enable the responsible partner organisations to use them (capacity development).";"2018-11-16";0.0;0.0;11175378.0;27830.0
1620690;"Germany";"Rwanda";"5";"266";"LDCs";0.0388392;0.0;"WATER SUPPLY WITH PHOTOVOLTAIC PUMP FOR THE MUYANGE HEALTH CENTER AND PUBLIC WATER SUPPLY SPOT";"Federal State of Rhineland-Palatinate";"11";"140";"Water supply with photovoltaic pump for the Muyange health center and public water supply spot";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2019-01-01";"2019-12-31";"Improvement of the hygienic situation of the hospital and the public water supply";"2019-12-31";0.0;0.0;12626950.0;0.0
1621023;"Germany";"Kenya";"5";"248";"LMICs";0.04875619999999999;0.0;"EXPERT INFORMATION SEMINAR 'WATER AND SEWAGE' IN BAVARIA FOR SPECIALISTS AND EXECUTIVE STAFF";"Federal State of Bavaria";"11";"140";"Expert information seminar 'water and sewage' in Bavaria for specialists and executive staff";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2019-05-12";"2019-05-19";"co-financing of preparationand execution of an expert seminar";"2019-03-11";0.0;0.0;52573973.0;0.0
1621044;"Germany";"Kenya";"5";"248";"LMICs";17.3705;0.0;"WATER AND SANITATION TO PROTECT BIODIVERSITY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water and sanitation to protect biodiversity";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-12-30";"2022-12-29";"Water and sanitation to protect biodiversity";"2019-12-30";0.0;0.0;52573973.0;0.0
1621097;"Germany";"Kenya";"5";"248";"LMICs";0.41161400000000004;0.0;"BIWAC III - TRAINING FOR TRAINEES OF THE BAVARIAN INSTITUTIONAL WATER COOPERATION IN KENYA";"Federal State of Bavaria";"11";"140";"BIWAC III - Training for trainees of the Bavarian Institutional Water Cooperation in Kenya";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2019-07-01";"2020-12-31";"Enabling the Tunisian water management staff to qualify and train employees.";"2019-12-31";0.0;0.0;52573973.0;0.0
1621114;"Germany";"Kenya";"5";"248";"LMICs";16.2124;0.0;"WATER AND SANITATION TO PROTECT BIODIVERSITY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water and sanitation to protect biodiversity";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-12-30";"2022-12-29";"Water and sanitation to protect biodiversity";"2019-12-30";0.0;0.0;52573973.0;0.0
1622286;"Germany";"Ethiopia";"5";"238";"LDCs";1.02254;0.0;"IMPROVING WATER SUPPLY BASIC SANITATION IN THE DIOCESE OF EMDEBIR, ETHIOPIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improving water supply basic sanitation in the diocese of Emdebir, Ethiopia";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2019-11-01";"2023-10-31";"Improving water supply basic sanitation in the diocese of Emdebir, Ethiopia";"2019-11-21";0.0;0.0;112078730.0;0.0
1622297;"Germany";"Ethiopia";"5";"238";"LDCs";0.0218707;0.0;"ANKE ENGOTAM CLEAN WATER SUPPLY PROJECT";"Foreign Office";"11";"140";"Anke Engotam Clean Water Supply Project";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Developing country-based NGO";"Developing country-based NGO";"2019-03-20";"2019-12-31";"Water supply for Anke-Engotam, the villages located about 150 Km north of Addis Ababa, in remote rural district of North Showa Zone. The project targets a total population of 2215 that include 850 males and 890 Females, out of which 475 are children.";"2019-03-19";0.0;0.0;112078730.0;0.0
1622327;"Germany";"Ethiopia";"5";"238";"LDCs";1.15803;0.0;"HELPING DEVELOPING COUNTRIES MANAGE WATER, CLIMATE, AND ADAPTATION (ETHIOPIA), PHASE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Helping Developing Countries Manage Water, Climate, and Adaptation (Ethiopia), Phase II";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2020-01-01";"2021-12-31";"Helping Ethiopia to meet its SDG, NDC, and broader economic development goals by ensuring Ethiopia's rapid development is climate resilient and water-wise.";"2019-11-28";0.0;0.0;112078730.0;0.0
1622330;"Germany";"Ethiopia";"5";"238";"LDCs";0.0957889;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2018-11-01";"2021-03-31";"Collaborative project - Building climate-resilient cites - ecological sanitation and waste management, and organic urban agriculture for emerging cities in Sub-Saharan Africa, sub-project - Forschungszentrum Jülich GmbH (research center Jülich GmbH) - Research to preserve and improve living conditions and sustainable land use in developing countries, i.a. due to climate change";"2019-01-01";0.0;0.0;112078730.0;0.0
1622685;"Germany";"Tanzania";"5";"282";"LDCs";28.9508;0.0;"CLIMATE-ADAPTED WATER AND SANITATION IN REGIONAL CENTERS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Climate-adapted water and sanitation in regional centers";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-05-03";"2022-05-02";"Climate-adapted water and sanitation in regional centers";"2019-05-03";0.0;0.0;58005463.0;0.0
1622706;"Germany";"Tanzania";"5";"282";"LDCs";6.948189999999999;0.0;"WATER SECURITY AND CLIMATE RESILIENCE IN URBAN AREAS IN TANZANIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water security and climate resilience in urban areas in Tanzania";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2019-06-01";"2022-05-31";"Climate resilience and water security in urban areas are improved.";"2019-03-21";0.0;0.0;58005463.0;0.0
1622714;"Germany";"Tanzania";"5";"282";"LDCs";0.0145904;0.0;"DEVELOPMENT OF THE WATER SECTOR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Development of the Water Sector";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2013-03-01";"2016-02-28";"The capacity of the water sector institutions and the legal framework for the further improvement of access to water and sanitation as well as the climate-sensitive management of water resources is increased.";"2019-12-31";0.0;0.0;58005463.0;0.0
1622744;"Germany";"Tanzania";"5";"282";"LDCs";0.0833783;0.0;"IMPROVEMENT OF A COMPOSTING FACILITY FOR MARKET WASTE IN DAR ES SALAAM (KINONDONI MUNICIPALITY)";"City State of Hamburg";"11";"140";"Improvement of a composting facility for market waste in Dar es Salaam (Kinondoni Municipality)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Local Government";"City State of Hamburg";"2018-01-01";"2020-12-31";"reducing greenhouse gas emissions of green organic waste";"2019-01-01";0.0;0.0;58005463.0;0.0
1622767;"Germany";"Tanzania";"5";"282";"LDCs";0.0473531;0.0;"MANAGER TRAINING FOR YOUNG TALENTS IN THE WATER SECTOR IN TANZANIA";"Federal State of Lower-Saxony";"11";"140";"Manager training for young talents in the water sector in Tanzania";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2019-02-21";"2019-12-31";"The aim of the project is to enable young, qualified specialists and managers in Tanzania to take new, innovative approaches in the water sector through training lasting several weeks on the basis of climate-sensitive water resource management based on experience from Lower Saxony at the German Management Academy Lower Saxony (DMAN) to develop and put into practice new and innovative approaches.";"2019-02-21";0.0;0.0;58005463.0;0.0
1622769;"Germany";"Tanzania";"5";"282";"LDCs";0.00926425;0.0;"IMPROVEMENT OF DRINKING WATER SUPPLY IN MAKUYUNI, TANZANIA";"Federal State of Hesse";"11";"140";"Improvement of drinking water supply in Makuyuni, Tanzania";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2019-01-01";"2019-12-31";"Construction of a well and installation of two water tanks and a solar pump to ensure the drinking water supply for the approx. 5.000 residents of Makuyuni in the Monduli district in north-eastern Tanzania. The 900 pupils of the neighboring primary school are to be granted a special right of use with free water access.";"2019-07-05";0.0;0.0;58005463.0;0.0
1624476;"Germany";"Bangladesh";"5";"666";"LDCs";0.5211020000000001;0.0;"INTEGRATED PROJECT FOR SUSTAINABLE ARSENIC MITIGATION OF DRINKING WATER IN KALIGONJ UPAZILA, JHENAIDAH";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Integrated Project for Sustainable Arsenic Mitigation of Drinking Water in Kaligonj Upazila, Jhenaidah";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think-tank";"2019-03-05";"2023-09-30";"The goal is to enable german NGOs and their local partners to implement development projects.";"2019-03-05";0.0;0.0;163046161.0;0.0
1625114;"Germany";"Bolivia";"5";"428";"LMICs";1.15803;0.0;"PROGRAMA AGUA POTABLE Y ALCANTARILLADO SUCRE IV - MEDIDA COMPLEMENTARIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programa Agua Potable y Alcantarillado Sucre IV - Medida complementaria";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-10-31";"2022-10-30";"Programa Agua Potable y Alcantarillado Sucre IV - Medida complementaria";"2019-10-31";0.0;0.0;11513100.0;0.0
1625161;"Germany";"Bolivia";"5";"428";"LMICs";20.2655;0.0;"WATER SUPPLY SUCRE III";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water supply SUCRE III";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2019-10-08";"2022-10-07";"Investments and consulting services to ensure and expand the supply of drinking water for the city of Sucre";"2019-10-08";0.0;0.0;11513100.0;0.0
