"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
2157615;"Germany";"India";"5";"645";"LMICs";0.091575;0.0;"WATER SUPPLY";"Federal Ministry of Education and Research";"11";"140";"Water Supply";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"WaLUE - Water Losses in Urban Environment, Project input KIT - Evaluation of the impacts of water losses considering sustainability criteria - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2017-12-31";0.0861616;0.091575;0.0;0.0;1338658835.0;3287259.0625
2157927;"Germany";"Uganda";"5";"285";"LDCs";0.0119809;0.0;"BUILDING A DEEP DRILLING WELL IN NIKONI, UGANDA, MASAKA DISTRICT";"Federal State of Bavaria";"11";"140";"Building a deep drilling well in Nikoni, Uganda, Masaka District";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2017-04-01";"2017-12-31";"supply with water for the local village population, especially for orphans";"2017-12-31";0.0112727;0.0119809;0.0;0.0;41162465.0;241550.0
2158857;"Germany";"India";"5";"645";"LMICs";59.9046;0.0;"MADHYA PRADESH URBAN SANITATION AND ENVIRONMENT PROGRAMME";"Kreditanstalt für Wiederaufbau";"13";"140";"Madhya Pradesh Urban Sanitation and Environment Programme";"Basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-01";"2025-11-29";"Madhya Pradesh Urban Sanitation and Environment Programme";"2017-12-01";"";0.0;0.0;0.0;1338658835.0;3287259.0625
2159004;"Germany";"India";"5";"645";"LMICs";0.0590025;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";"";0.0;0.0;0.0;1338658835.0;3287259.0625
2159034;"Germany";"Kenya";"5";"248";"LMICs";0.151343;0.0;"BIWAC - STRENGHTENING OF REGIONAL WATER SUPPLIERS THROUGH INCLUSION OF THE BAVARIAN WATER MANAGEMENT ADMINISTRATION";"Federal State of Bavaria";"11";"140";"BIWAC - Strenghtening of regional water suppliers through inclusion of the Bavarian water management administration";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-04-10";"2018-12-31";"BIWAC - Strenghtening of regional water suppliers through inclusion of the Bavarian water management administration";"2017-12-31";0.101454;0.107828;0.0;0.0;50221473.0;580370.0
2159244;"Germany";"India";"5";"645";"LMICs";0.039772;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2015-10-01";"2018-09-30";"Treatment of contaminated drinking water using hybrid low-cost process - Viable technologies to protect resources (water, IWRM, land, forests, settlements) and eco-technologies in the Developing Country";"2017-01-01";0.04923;0.052323;0.0;0.0;1338658835.0;3287259.0625
2159582;"Germany";"Ethiopia";"5";"238";"LDCs";0.502955;0.0;"WATER SUPPLY SYSTEM FOR RURAL TOWN SEYO, DANO WOREDA, ETHIOPIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply System for Rural Town Seyo, Dano Woreda, Ethiopia";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2017-01-01";"2020-12-31";"Water Supply System for Rural Town Seyo, Dano Woreda, Ethiopia";"2017-01-24";0.0236726;0.02516;0.0;0.0;106400024.0;1104300.0
2159624;"Germany";"India";"5";"645";"LMICs";0.0588647;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Other non-financial corporations";"Other non-bank entity in provider country";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";"";0.0;0.0;0.0;1338658835.0;3287259.0625
2159735;"Germany";"Uganda";"5";"285";"LDCs";0.0443893;0.0;"IMPROVEMENT OF THE HEALTH SITUATION IN THE PLACE LWAMAGGWA (DISTRICT RAKAI)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the health situation in the place Lwamaggwa (District Rakai)";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2017-01-01";"2020-12-31";"Improvement of the health situation in the place Lwamaggwa (District Rakai)";"2017-01-24";0.0417653;0.0443893;0.0;0.0;41162465.0;241550.0
2159783;"Germany";"Bolivia";"5";"428";"LMICs";0.0483555;0.0;"PROMOTION OF THE QUALITY INFRASTRUCTURE TO SUPPORT THE MEASUREMENT OF CONSUMPTION AND QUALITY OF DRINKING WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Promotion of the quality infrastructure to support the measurement of consumption and quality of drinking water";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2012-10-01";"2016-02-29";"The objective to be achieved with the programme is that - 'Waters suppliers have improved the reliability of their quantity and quality measurements, by leveraging IBMETRO's services. The achievement of this objective will be assessed by the following indicators - 1. The number of drinking water parameters, analyzed by water suppliers, for which satisfactory results are obtained in Proficiency Testing grows every year by 20%. 2. 6 Water suppliers have calibrated standards to control their drinking water meters.";"2017-01-01";0.045497;0.0483555;0.0;0.0;11192854.0;1098580.0
2159786;"Germany";"India";"5";"645";"LMICs";0.599046;0.0;"ENVIRONMENT RELATED URBAN INFRASTRUCTURE DEVELOPMENT MADHYA PRADESH";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Environment related urban infrastructure development Madhya Pradesh";"Basic sanitation";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2017-12-01";"2020-11-30";"Environment related urban infrastructure development Madhya Pradesh (Accompanying Measure)";"2017-12-01";"";0.0;0.0;0.0;1338658835.0;3287259.0625
2160168;"Germany";"Egypt";"5";"142";"LMICs";4.19333;0.0;"NATIONAL SOLID WASTE MANAGEMENT PROGRAMME";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"National solid waste management programme";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2007-01-26";"2018-12-31";"The institutional conditions as well as the technical and administrative capacities towards a sustainable waste management system are improved on national, Governorate and local level.";"2017-12-31";1.15516;1.22774;1821.6;1465.2;96442593.0;1001450.0
2160735;"Germany";"Egypt";"5";"142";"LMICs";0.119809;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-06-01";"2019-05-31";"Innovative Combustion Technology with Adapted Exhaust Cleaning System for the Thermal Treatment of medical waste in Egypt - Research projects to improve natural resources in the developing country which are affected by environmental change and marine pollution";"2017-05-24";0.0284162;0.0302015;1821.6;1465.2;96442593.0;1001450.0
2160774;"Germany";"India";"5";"645";"LMICs";0.0316967;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-01-01";"2018-12-31";"AlGaN/GaN HEMTs based polar liquid sensor - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2017-12-31";0.0117991;0.0125404;0.0;0.0;1338658835.0;3287259.0625
2161114;"Germany";"Ethiopia";"5";"238";"LDCs";0.0239619;0.0;"WATER SUPPLY IN YANBELI.";"Federal State of Baden-Württemberg";"11";"140";"water supply in Yanbeli.";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2017-11-01";"2018-10-30";"Water supply was manufactured.";"2017-11-08";0.0225454;0.0239619;0.0;0.0;106400024.0;1104300.0
2162084;"Germany";"Uganda";"5";"285";"LDCs";0.179714;0.0;"INCREASED ACCESS TO WATER SUPPLY, IMPROVED HYGIENE AND ADEQUATE SANITATION FOR FISHER COMMUNITIES AT LAKE VICTORIA, MUKONO DISTRICT, UGANDA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Increased access to water supply, improved hygiene and adequate sanitation for fisher communities at Lake Victoria, Mukono District, Uganda";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2017-01-01";"2020-12-31";"Increased access to water supply, improved hygiene and adequate sanitation for fisher communities at Lake Victoria, Mukono District, Uganda";"2017-01-24";0.0422726;0.0449285;0.0;0.0;41162465.0;241550.0
2162235;"Germany";"Tanzania";"5";"282";"LDCs";0.220383;0.0;"SUPPORT OF THE WATER SECTOR'S DEVELOPMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Support of the water sector's development";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2016-01-06";"2019-02-28";"The requirements for a poverty oriented water and sanitary supply and for a climate sensitive water ressource management are strengthened.";"2017-12-31";3.15915;3.35763;0.0;0.0;54663906.0;947300.0
2162476;"Germany";"Egypt";"5";"142";"LMICs";0.118602;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-08-01";"2019-07-31";"Optimization of ultrafiltration membrane for the treatment of oil containing waste waters - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2017-07-19";0.0278361;0.029585;1821.6;1465.2;96442593.0;1001450.0
2162596;"Germany";"India";"5";"645";"LMICs";0.0467744;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Defining and drawing up the training offers - Knowledge Transfer";"2017-12-31";0.0440093;0.0467744;0.0;0.0;1338658835.0;3287259.0625
2162612;"Germany";"India";"5";"645";"LMICs";0.176359;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-06-01";"2020-05-31";"MetPro aims for the valorization of methane in waste streams by microbial conversion to value-added products in pressurized reactors. - Research on bioeconomy / resource conservation";"2017-05-31";0.0112727;0.0119809;0.0;0.0;1338658835.0;3287259.0625
2163004;"Germany";"India";"5";"645";"LMICs";0.069124;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.00578275;0.00614607;0.0;0.0;1338658835.0;3287259.0625
2163148;"Germany";"Burundi";"5";"228";"LDCs";14.3771;0.0;"SECTOR PROGRAM WATER AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"sector program water and sanitation";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2017-10-24";"2020-12-31";"The availability of nonhazardous drinking water is improved.";"2017-10-24";0.00058903;0.000626038;0.0;0.0;10827024.0;27830.0
2163330;"Germany";"India";"5";"645";"LMICs";0.155209;0.0;"SMART WATER FUTURE INDIA - SWF INDIA";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Smart Water Future India - SWF India";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-01";"2019-03-31";"The aim of the proposed project SWF India is to capture the current and especially future needs of Indian cities in the water sector (and in the sense of an integrated approach in neighboring sectors) using the example of the city of Coimbatore and to mediate German companies in the water industry.";"2017-10-27";0.0213617;0.0227039;0.0;0.0;1338658835.0;3287259.0625
2163492;"Germany";"Burundi";"5";"228";"LDCs";5.99046;0.0;"WATER, SANITATION AND HYGIENE PROJECT IN BURUNDI";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water, Sanitation and Hygiene Project in Burundi";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"International NGO";"International Rescue Committee (IRC)";"2017-12-27";"2020-12-26";"Programme Eau, Hygiene et Assainissement pour Tous ('PEHAT')";"2017-12-15";0.563634;0.599046;0.0;0.0;10827024.0;27830.0
2164952;"Germany";"Egypt";"5";"142";"LMICs";2.39619;0.0;"CP - WATER SUPPLY AND WASTEWATER MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"CP - Water Supply and Wastewater Management";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2015-06-19";"2019-02-28";"The framework conditions for efficient and sustainable drinking water and sanitation services are improved";"2017-12-31";1.62215;1.72407;1821.6;1465.2;96442593.0;1001450.0
2165149;"Germany";"Lebanon";"5";"555";"UMICs";0.127681;0.0;"BIWAC - STRENGTHENING OF REGIONAL WATER SUPPLIERS THROUGH INCLUSION OF THE BAVARIAN WATER MANAGEMENT ADMINISTRATION";"Federal State of Bavaria";"11";"140";"BIWAC - Strengthening of regional water suppliers through inclusion of the Bavarian water management administration";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-03-01";"2018-12-31";"BIWAC - Strengthening of regional water suppliers through inclusion of the Bavarian water management administration";"2017-12-31";0.0789088;0.0838665;0.0;0.0;6811873.0;10450.0
2165434;"Germany";"India";"5";"645";"LMICs";0.0550406;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - KOBIBS - Coordination and development of vocational training exports to India in the field of urban water management - Knowledge Transfer";"2017-12-31";0.0517869;0.0550406;0.0;0.0;1338658835.0;3287259.0625
2165481;"Germany";"India";"5";"645";"LMICs";0.143358;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Waste management/disposal";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2017-05-01";"2019-04-30";"Biotechnology for reuse of biodegradable urban solid waste / Biotechnology for reuse of biogenic raw materials in agriculture - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country";"2017-04-27";0.042498;0.0451681;0.0;0.0;1338658835.0;3287259.0625
2166046;"Germany";"Uganda";"5";"285";"LDCs";5.39142;0.0;"REFORM OF THE URBAN WATER AND SANITATION SECTOR";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Reform of the urban water and sanitation sector";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2017-07-26";"2019-08-31";"Capacities of the Ugandan water sector institutions with regards to adaptation to climate change and provision of water and sanitation services at broad scale, including implementation and regulation capacities, are strengthened.";"2017-07-26";0.863449;0.917698;0.0;0.0;41162465.0;241550.0
2166480;"Germany";"Kenya";"5";"248";"LMICs";0.89857;0.0;"INCREASING RESILIENCE OF SMALL HOLDER FARMERS TO CLIMATE CHANGE THROUGH IMPROVED ACCESS TO SAFE WATER, SOIL REHABILITATION AND REFORESTATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Increasing resilience of small holder farmers to climate change through improved access to safe water, soil rehabilitation and reforestation";"River basins development";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2017-11-10";"2020-12-31";"Increasing resilience of small holder farmers to climate change through improved access to safe water, soil rehabilitation and reforestation, reduction of emission in the ASAL of South Eastern Kenya";"2017-11-10";"";0.0;0.0;0.0;50221473.0;580370.0
2166530;"Germany";"Bolivia";"5";"428";"LMICs";3.47447;0.0;"PERIAGUA - PROGRAM FOR SUSTAINABLE DRINKING WATER AND SANITARY SERVICES IN SUB-URBAN AREAS II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"PERIAGUA - Program for sustainable drinking water and sanitary services in sub-urban areas II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public corporations";"GIZ";"2016-06-09";"2019-12-31";"The capacities of the water sector institutions for development of drinking water supply an sanitation including climate sensitive water resources management are improved.";"2017-12-31";2.85756;3.03709;0.0;0.0;11192854.0;1098580.0
2166810;"Germany";"Bolivia";"5";"428";"LMICs";0.24393;0.0;"PROMOTION OF THE QUALITY INFRASTRUCTURE TO SUPPORT THE MEASUREMENT OF CONSUMPTION AND QUALITY OF DRINKING WATER AND WASTE WATER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Promotion of the quality infrastructure to support the measurement of consumption and quality of drinking water and waste water";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Central Government";"Central Government";"2016-01-01";"2018-12-31";"The objective - 'The reliability of consumption measurements and quality tests in the drinking- and wastewater sector, were improved through the strengthening of the services of the Bolivian Institut of Metrology (IBMETRO). Indicators - 1. At least two accredited laboratories exist for the 5 (five) basic parameters of the NB 512 (besids EPSAS La Paz). 2. IBMETRO carries out 6 (six) bilateral comparisons with EPSAs, for control their drinking water meters. 3. IBMETRO offers Proficiency Testing for 10 (ten) waste water parameters.";"2017-01-01";0.22951;0.24393;0.0;0.0;11192854.0;1098580.0
2167130;"Germany";"Kenya";"5";"248";"LMICs";0.119204;0.0;"SECOND GERMAN-KENYAN WATER WEEK";"Federal Min. for the Env., Nature Conservation and Nuclear Safety";"11";"140";"Second German-Kenyan water week";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Donor Government";"Donor Government";"2017-08-01";"2018-01-31";"Encouragement and training of water professionals as implementers of environmental impacts. Focus - Application of German technologies in water management and wastewater treatment plants also in municipal applications.";"2017-08-30";0.103657;0.110169;0.0;0.0;50221473.0;580370.0
2167426;"Germany";"Ethiopia";"5";"238";"LDCs";3.59428;0.0;"IMPROVEMENT OF THE WATER SUPPLY IN REFUGEE CAMPS AND TAKING UP MUNICIPALITIES IN BENISHANGUL-GUMUZ";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Improvement of the water supply in refugee camps and taking up municipalities in Benishangul-Gumuz";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"United Nations Children's Fund";"United Nations Children's Fund (UNICEF)";"2017-10-06";"2019-03-30";"Improvement of the drinking water care for South-Sudanese refugees and taking up municipalities in Benishangul-Gumus state.";"2017-10-06";3.38181;3.59428;0.0;0.0;106400024.0;1104300.0
2167919;"Germany";"India";"5";"645";"LMICs";0.0685043;0.0;"EXCHANGES WITH OTHER COUNTRIES IN THE FIELD OF VOCATIONAL EDUCATION AND TRAINING AND SCHOLARSHIPS";"Federal Ministry of Education and Research";"11";"140";"Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Higher education institution";"2013-06-01";"2017-05-31";"Collaborative project - Exporting vocational training in urban water management to India (BIBS), Sub-project - Service engineering for vocational training exports to India in the field of urban water management (SEBIBS) - Knowledge Transfer";"2017-12-31";0.0644547;0.0685043;0.0;0.0;1338658835.0;3287259.0625
2168077;"Germany";"Kenya";"5";"248";"LMICs";0.0554118;0.0;"EXPERT INFORMATION SEMINAR FOR SPECIALISTS AND EXECUTIVE STAFF FROM KENIA 'WATER SUPPLY' IN BAVARIA";"Federal State of Bavaria";"11";"140";"Expert information seminar for specialists and executive staff from Kenia 'water supply' in Bavaria";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2017-10-15";"2017-10-22";"co-financing of preparation and execution of an expert seminar";"2017-08-03";0.0417089;0.0443294;0.0;0.0;50221473.0;580370.0
2168929;"Germany";"India";"5";"645";"LMICs";0.224838;0.0;"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)";"Federal Ministry of Education and Research";"11";"140";"Scientific cooperation with other countries (not included in other areas)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2016-08-01";"2019-09-30";"Multiplexed, label-free Fiber optic Biosensor array system for Waterborne Pathogen Detection - Research funding with particular importance for developing countries / knowledge transfer";"2017-12-31";0.0558116;0.0593181;0.0;0.0;1338658835.0;3287259.0625
2339569;"Germany";"Bolivia";"5";"428";"LMICs";0.0235159;0.0;"SUSTAINABILITY OF THE STUDENT BOARD IN HOST FAMILIES OF THE GUARANI IN TENTAGUAZU (BOLIVIA)";"Federal State of Baden-Württemberg";"11";"140";"Sustainability of the student board in host families of the Guarani in Tentaguazu (Bolivia)";"Basic sanitation";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"Teaching institution/Research and development institute";"2019-01-01";"2020-01-01";"Self-help efforts of the indigenous host families were strengthened.";"2018-12-04";0.0235159;0.0235159;4723.2;3581.9999999999995;11353142.0;1098580.0
2339882;"Germany";"India";"5";"645";"LMICs";0.00729848;0.0;"A DYNAMIC INTERACTIVE WATER MAP OF GREATER CHENNAI FACING CLIMATE CHANGE";"Foreign Office";"11";"140";"A Dynamic Interactive Water Map of Greater Chennai facing Climate Change";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2018-09-10";"2019-09-09";"To generate an interactive cultural map of water bodies, linking their socio-spatial dynamics contextually at varying scales, including at regional and individual sites. Various components and themes pertinent to waterbodies will be creatively displayed in the final interactive cultural map. The intent is to interpret and represent Chennai and its environs in the context of its changing waterscape in both its natural and reconstructed forms. Chennai has all the ingredients to support green urbanity, and a combination of these resources in just the right proportion to sustain urban life, but the collective waterscape imagination of the city appears to be fragmented and under-explored. An interactive map could potentially generate new ways to reconnect people with stories of what the city's waterscapes were, how rich they still are in spite of negligence, and what a thoughtful and sensitive approach to safeguard them may turn out to be.";"2018-09-10";0.00714333;0.00714333;0.0;0.0;1352617328.0;3287259.0625
2340378;"Germany";"Bolivia";"5";"428";"LMICs";0.0295055;0.0;"DEVELOPMENT OF ALTERNATIVES FOR LOCAL CLIMATIC RESILIENCE FROM THE EXPERIENCE OF WATER RESOURCE MANAGEMENT IN THE DISTRICT OF APOLO/BOLIVIA";"Foreign Office";"11";"140";"Development of alternatives for local climatic resilience from the experience of water resource management in the district of Apolo/Bolivia";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Developing country-based NGO";"Developing country-based NGO";"2018-07-31";"2018-12-31";"Improved management of the district's natural resources, especially water use/quality through agriculture";"2018-07-24";0.0295055;0.0295055;4723.2;3581.9999999999995;11353142.0;1098580.0
2341247;"Germany";"Kenya";"5";"248";"LMICs";0.940635;0.0;"PROMOTING WATER SUPPLY AND PEACEFUL COMMUNITY DEVELOPMENT IN THE DIOCESE OF MARSABIT, KENYA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Promoting water supply and peaceful community development in the diocese of Marsabit, Kenya";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"Donor country-based NGO";"Donor country-based NGO";"2018-01-01";"2021-12-31";"Promoting water supply and peaceful community development in the diocese of Marsabit, Kenya";"2018-01-02";0.16287;0.16287;0.0;0.0;51393010.0;580370.0
2341249;"Germany";"Colombia";"5";"437";"UMICs";0.288136;0.0;"SAFE DRINKING WATER FOR DISADVANTAGED GROUPS IN RURAL COLOMBIA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Safe drinking water for disadvantaged groups in rural Colombia";"Basic drinking water supply";"I.4. Water Supply & Sanitation";"University, college or other teaching institution, research institute or think-tank";"University, college or other teaching institution, research institute or think tank";"2018-08-01";"2022-06-30";"Safe drinking water for disadvantaged groups in rural Colombia";"2018-08-01";0.0552983;0.0552983;5130.0;3214.7999999999997;49661056.0;1141748.984375
